timestamp,Murder,Rape,Kidnapping,Speeding,Domestic Violence,Robbery,latitude,longitude
28-02-2018 21:45,0,0,0,1,0,0,28.5707841,77.3271074
28-02-2018 23:00,0,0,0,1,0,0,18.521428,73.8544541
28-02-2018 19:30,0,0,1,0,0,0,30.7047049,76.7178146
28-02-2018 17:00,0,1,0,0,0,0,30.9090157,75.851601
28-02-2018 19:45,0,1,0,0,0,0,28.54679275,77.49950857
28-02-2018 19:00,0,0,0,1,0,0,30.7334421,76.7797143
28-02-2018 20:00,0,0,0,1,0,0,28.6733333,77.2890248
28-02-2018 17:00,0,0,1,0,0,0,30.9090157,75.851601
28-02-2018 20:30,0,0,0,1,0,0,23.2584857,77.401989
28-02-2018 15:50,0,1,0,0,0,0,41.6333678,-87.6331021
01-03-2018 12:00,1,0,0,0,0,0,30.9090157,75.851601
01-03-2018 14:30,1,0,0,0,0,0,30.9090157,75.851601
03-01-2018 16:30,1,0,0,0,0,0,19.0759899,72.8773928
01-03-2018 22:30,1,0,0,0,0,0,30.3255646,78.0436813
01-03-2018 18:35,1,0,0,0,0,0,30.3843674,76.770421
01-03-2018 16:40,1,0,0,0,0,0,28.6517178,77.2219388
01-03-2018 01:45,1,0,0,0,0,0,30.7047049,76.7178146
01-03-2018 12:00,1,0,0,0,0,0,19.68086385,72.82537343
01-03-2018 12:20,0,0,1,0,0,0,61.0666922,-107.991707
01-03-2018 17:20,0,0,1,0,0,0,51.5073219,-0.1276474
01-03-2018 15:35,0,0,1,0,0,0,61.0666922,-107.991707
01-03-2018 22:35,0,0,1,0,0,0,9.3118397,42.1284445
01-03-2018 16:20,0,0,1,0,0,0,26.57550365,80.61376178
01-03-2018 17:30,0,0,1,0,0,0,30.9090157,75.851601
01-03-2018 15:25,0,0,1,0,0,0,34.0980031,-118.329523
01-03-2018 18:25,0,0,0,1,0,0,30.9090157,75.851601
01-03-2018 20:45,0,0,0,1,0,0,41.8523094,1.5745043
01-03-2018 11:45,0,0,0,1,0,0,18.6486003,73.7647363
01-03-2018 19:50,0,0,0,0,1,0,30.9090157,75.851601
01-03-2018 15:30,0,0,0,0,1,0,31.6343083,74.8736788
01-03-2018 16:05,0,0,0,0,1,0,28.5707841,77.3271074
01-03-2018 15:15,0,1,0,0,0,0,19.0525298,73.0735111
01-03-2018 15:20,0,1,0,0,0,0,30.7047049,76.7178146
01-03-2018 22:20,0,0,0,1,0,0,18.521428,73.8544541
01-03-2018 22:30,1,0,0,0,0,0,18.521428,73.8544541
01-03-2018 18:25,0,0,0,1,0,0,30.9090157,75.851601
01-03-2018 08:55,1,0,0,0,0,0,31.6723392,76.95331691
01-03-2018 14:20,1,0,0,0,0,0,29,76
01-03-2018 00:55,0,0,1,0,0,0,19.1196976,72.8464205
01-03-2018 18:35,0,0,0,1,0,0,18.521428,73.8544541
01-03-2018 12:05,1,0,0,0,0,0,34.0536909,-118.242766
03-03-2018 20:10,1,0,0,0,0,0,38.9597594,34.9249653
03-03-2018 20:05,1,0,0,0,0,0,9.3118397,42.1284445
03-03-2018 19:45,1,0,0,0,0,0,30.2090874,76.33987209
03-03-2018 15:30,1,0,0,0,0,0,26.1486581,85.34001282
03-03-2018 16:00,1,0,0,0,0,0,30.7334421,76.7797143
03-03-2018 13:40,0,0,1,0,0,0,61.0666922,-107.991707
03-03-2018 17:40,0,0,1,0,0,0,19.43988455,72.8803834
03-03-2018 12:50,0,0,1,0,0,0,37.4616454,-89.2504793
03-03-2018 13:00,0,0,1,0,0,0,28.6517178,77.2219388
03-03-2018 23:10,0,0,1,0,0,0,9.3118397,42.1284445
03-03-2018 20:40,0,0,1,0,0,0,20.2667774,85.8435592
03-03-2018 04:10,0,0,0,1,0,0,19.1943294,72.9701779
03-03-2018 20:05,0,0,0,1,0,0,22.5414185,88.35769124
03-03-2018 00:15,0,0,0,1,0,0,18.521428,73.8544541
03-03-2018 22:50,0,0,0,1,0,0,18.526967,73.9278252
03-03-2018 23:40,0,0,0,0,1,0,30.7047049,76.7178146
03-03-2018 14:10,0,0,0,0,1,0,18.521428,73.8544541
03-03-2018 22:50,0,0,1,0,0,0,18.521428,73.8544541
03-03-2018 03:15,0,0,1,0,0,0,33.3024309,44.3787992
03-03-2018 16:10,0,0,1,0,0,0,33.8750629,35.843409
03-03-2018 17:50,0,0,1,0,0,0,33.1154683,129.7874339
03-03-2018 21:20,0,0,0,1,0,0,61.0666922,-107.991707
03-03-2018 11:20,0,0,1,0,0,0,34.5260109,69.1776838
03-03-2018 14:00,0,0,0,1,0,0,34.5260109,69.1776838
04-03-2018 09:00,0,0,0,1,0,0,34.3916058,132.4518156
04-03-2018 19:05,0,0,1,0,0,0,31.29201065,75.56805772
04-03-2018 14:30,0,0,1,0,0,0,13.7544238,100.4930399
04-03-2018 23:05,0,0,0,1,0,0,45.8333789,5.0969884
04-03-2018 22:00,0,0,0,1,0,0,39.1773298,-76.7430265
04-03-2018 18:30,0,0,0,1,0,0,28.5707841,77.3271074
04-03-2018 22:00,0,0,0,1,0,0,28.6517178,77.2219388
04-03-2018 13:40,0,0,1,0,0,0,19.0759899,72.8773928
04-03-2018 18:00,1,0,0,0,0,0,,
04-03-2018 13:30,0,0,0,1,0,0,25.0750095,55.18876088
04-03-2018 21:30,0,0,1,0,0,0,30.9090157,75.851601
04-03-2018 22:00,0,0,0,1,0,0,19.3625308,73.07847468
04-03-2018 08:00,0,0,1,0,0,0,26.724789,82.79326865
04-03-2018 20:00,0,0,0,1,0,0,28.5707841,77.3271074
04-03-2018 08:30,0,0,0,1,0,0,19.0759899,72.8773928
04-03-2018 17:00,0,0,0,0,0,1,30.9090157,75.851601
04-03-2018 21:00,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 06:15,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 23:00,0,0,0,1,0,0,41.8755616,-87.6244212
05-03-2018 07:30,0,0,1,0,0,0,26.4609135,80.3217588
05-03-2018 19:30,0,1,0,0,0,0,28.3241636,77.08486438
05-03-2018 20:00,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 13:30,0,0,0,1,0,0,28.6517178,77.2219388
05-03-2018 10:00,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 14:00,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 23:10,0,0,1,0,0,0,12.9791198,77.5912997
05-03-2018 19:05,1,0,0,0,0,0,12.9791198,77.5912997
05-03-2018 19:10,1,0,0,0,0,0,28.6517178,77.2219388
05-03-2018 03:30,0,0,0,1,0,0,28.6517178,77.2219388
05-03-2018 18:45,1,0,0,0,0,0,28.6517178,77.2219388
05-03-2018 12:10,1,0,0,0,0,0,28.6517178,77.2219388
05-03-2018 14:25,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 15:40,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 00:45,0,0,0,1,0,0,28.6517178,77.2219388
05-03-2018 13:15,0,0,0,1,0,0,29.8119769,-95.3741247
05-03-2018 14:00,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 22:20,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 19:45,1,0,0,0,0,0,28.6517178,77.2219388
05-03-2018 14:55,1,0,0,0,0,0,28.6517178,77.2219388
05-03-2018 21:40,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 22:00,0,0,0,0,0,1,28.6517178,77.2219388
05-03-2018 19:10,0,0,1,0,0,0,38.8949924,-77.0365581
05-03-2018 21:00,0,0,0,1,0,0,28.6517178,77.2219388
05-03-2018 18:15,0,0,0,1,0,0,28.6517178,77.2219388
06-03-2018 11:40,0,0,0,1,0,0,28.6517178,77.2219388
06-03-2018 17:30,0,0,1,0,0,0,41.8523094,1.5745043
06-03-2018 15:20,0,0,1,0,0,0,12.9791198,77.5912997
06-03-2018 21:15,0,0,0,1,0,0,28.6517178,77.2219388
06-03-2018 20:45,0,0,0,0,1,0,28.6517178,77.2219388
06-03-2018 13:45,0,0,1,0,0,0,28.6517178,77.2219388
06-03-2018 15:30,0,0,0,1,0,0,28.6517178,77.2219388
06-03-2018 17:25,0,0,0,1,0,0,28.6517178,77.2219388
06-03-2018 18:40,0,0,1,0,0,0,28.6517178,77.2219388
06-03-2018 14:30,0,0,1,0,0,0,28.6517178,77.2219388
06-03-2018 20:30,0,0,0,1,0,0,28.6517178,77.2219388
06-03-2018 01:35,0,0,0,1,0,0,28.6517178,77.2219388
06-03-2018 11:30,0,0,1,0,0,0,28.6517178,77.2219388
06-03-2018 10:10,0,0,0,1,0,0,28.6517178,77.2219388
07-03-2018 14:50,0,0,1,0,0,0,28.6517178,77.2219388
07-03-2018 20:40,1,0,0,0,0,0,28.6517178,77.2219388
07-03-2018 13:35,0,0,0,0,1,0,28.6517178,77.2219388
07-03-2018 22:55,0,0,1,0,0,0,28.6517178,77.2219388
,,,,,,,41.8523094,1.5745043
,,,,,,,28.6517178,77.2219388
07-03-2018 18:05,1,0,0,0,0,0,28.6517178,77.2219388
07-03-2018 14:00,1,0,0,0,0,0,28.6517178,77.2219388
07-03-2018 16:00,0,0,1,0,0,0,28.6517178,77.2219388
07-03-2018 18:00,0,0,0,1,0,0,28.6517178,77.2219388
07-03-2018 00:35,0,0,0,1,0,0,28.6517178,77.2219388
07-03-2018 20:20,0,0,1,0,0,0,28.6517178,77.2219388
07-03-2018 13:00,0,0,0,1,0,0,12.9791198,77.5912997
07-03-2018 16:15,0,0,0,1,0,0,28.6517178,77.2219388
07-03-2018 17:00,0,0,0,1,0,0,28.6517178,77.2219388
07-03-2018 19:05,0,0,1,0,0,0,28.6517178,77.2219388
07-03-2018 12:50,1,0,0,0,0,0,28.6517178,77.2219388
07-03-2018 21:05,0,0,0,1,0,0,28.6517178,77.2219388
07-03-2018 12:20,0,0,1,0,0,0,28.6517178,77.2219388
07-03-2018 20:20,1,0,0,0,0,0,28.6517178,77.2219388
07-03-2018 20:40,0,0,1,0,0,0,28.6517178,77.2219388
07-03-2018 19:55,0,0,0,0,1,0,28.6517178,77.2219388
07-03-2018 21:20,0,0,0,1,0,0,28.6517178,77.2219388
07-03-2018 03:50,0,0,0,1,0,0,28.6517178,77.2219388
07-03-2018 21:10,0,0,0,1,0,0,28.6517178,77.2219388
07-03-2018 12:10,0,0,1,0,0,0,28.6517178,77.2219388
07-03-2018 10:35,0,0,1,0,0,0,28.6517178,77.2219388
07-03-2018 23:45,0,0,1,0,0,0,28.6517178,77.2219388
28-02-2018 21:00,1,0,0,0,0,0,28.6517178,77.2219388
28-02-2018 21:15,1,0,0,0,0,0,28.6517178,77.2219388
28-02-2018 10:15,0,0,1,0,0,0,28.6517178,77.2219388
28-02-2018 10:15,0,0,1,0,0,0,28.6517178,77.2219388
28-02-2018 10:30,0,0,1,0,0,0,12.9791198,77.5912997
28-02-2018 14:15,0,0,0,1,0,0,41.8523094,1.5745043
28-02-2018 08:00,0,0,0,0,1,0,28.6517178,77.2219388
28-02-2018 03:30,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 01:30,1,0,0,0,0,0,28.6517178,77.2219388
28-02-2018 19:00,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 14:10,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 14:25,0,0,0,1,0,0,35.000074,104.999927
28-02-2018 22:00,0,1,0,0,0,0,26.7990707,82.2052321
28-02-2018 22:00,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 22:10,0,0,0,1,0,0,40.6670439,-75.1573972
28-02-2018 12:00,1,0,0,0,0,0,12.9791198,77.5912997
28-02-2018 13:30,0,0,0,0,1,0,28.6517178,77.2219388
28-02-2018 03:00,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 23:50,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 19:00,1,0,0,0,0,0,28.6517178,77.2219388
28-02-2018 11:55,0,0,1,0,0,0,28.6517178,77.2219388
28-02-2018 11:00,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 18:00,0,0,1,0,0,0,28.6517178,77.2219388
28-02-2018 01:00,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 00:00,1,0,0,0,0,0,28.6517178,77.2219388
28-02-2018 22:10,0,0,1,0,0,0,28.6517178,77.2219388
28-02-2018 22:30,0,1,0,0,0,0,28.6517178,77.2219388
28-02-2018 08:40,0,0,1,0,0,0,28.6517178,77.2219388
28-02-2018 15:40,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 15:50,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 00:00,1,0,0,0,0,0,28.6517178,77.2219388
28-02-2018 15:00,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 15:30,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 19:05,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 19:25,0,0,0,1,0,0,41.8523094,1.5745043
28-02-2018 19:50,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 19:20,0,0,0,1,0,0,55.6052931,13.0001566
28-02-2018 13:00,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 16:00,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 21:45,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 23:00,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 19:30,0,0,1,0,0,0,28.6517178,77.2219388
28-02-2018 17:00,0,1,0,0,0,0,48.8566969,2.3514616
28-02-2018 19:45,0,1,0,0,0,0,28.6517178,77.2219388
28-02-2018 19:00,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 20:00,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 17:00,0,0,1,0,0,0,28.6517178,77.2219388
28-02-2018 20:30,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 15:50,0,1,0,0,0,0,12.9791198,77.5912997
01-03-2018 12:00,1,0,0,0,0,0,28.6517178,77.2219388
01-03-2018 14:30,1,0,0,0,0,0,28.6517178,77.2219388
03-01-2018 16:30,1,0,0,0,0,0,28.6517178,77.2219388
01-03-2018 22:30,1,0,0,0,0,0,41.8523094,1.5745043
01-03-2018 18:35,1,0,0,0,0,0,28.6517178,77.2219388
01-03-2018 16:40,1,0,0,0,0,0,28.6517178,77.2219388
01-03-2018 01:45,1,0,0,0,0,0,28.6517178,77.2219388
01-03-2018 12:00,1,0,0,0,0,0,28.6517178,77.2219388
01-03-2018 12:20,0,0,1,0,0,0,28.6517178,77.2219388
01-03-2018 17:20,0,0,1,0,0,0,28.6517178,77.2219388
01-03-2018 15:35,0,0,1,0,0,0,28.6517178,77.2219388
01-03-2018 22:35,0,0,1,0,0,0,45.5202471,-122.6741949
01-03-2018 16:20,0,0,1,0,0,0,28.6517178,77.2219388
01-03-2018 17:30,0,0,1,0,0,0,28.6517178,77.2219388
01-03-2018 15:25,0,0,1,0,0,0,28.6517178,77.2219388
01-03-2018 18:25,0,0,0,1,0,0,28.6517178,77.2219388
01-03-2018 20:45,0,0,0,1,0,0,28.6517178,77.2219388
01-03-2018 11:45,0,0,0,1,0,0,28.6517178,77.2219388
01-03-2018 19:50,0,0,0,0,1,0,28.6517178,77.2219388
01-03-2018 15:30,0,0,0,0,1,0,28.6517178,77.2219388
01-03-2018 16:05,0,0,0,0,1,0,28.6517178,77.2219388
01-03-2018 15:15,0,1,0,0,0,0,28.6517178,77.2219388
01-03-2018 15:20,0,1,0,0,0,0,28.6517178,77.2219388
01-03-2018 22:20,0,0,0,1,0,0,28.6517178,77.2219388
01-03-2018 22:30,1,0,0,0,0,0,28.6517178,77.2219388
01-03-2018 18:25,0,0,0,1,0,0,28.6517178,77.2219388
01-03-2018 08:55,1,0,0,0,0,0,28.6517178,77.2219388
01-03-2018 14:20,1,0,0,0,0,0,28.6517178,77.2219388
01-03-2018 00:55,0,0,1,0,0,0,28.6517178,77.2219388
01-03-2018 18:35,0,0,0,1,0,0,28.6517178,77.2219388
01-03-2018 12:05,1,0,0,0,0,0,28.6517178,77.2219388
03-03-2018 20:10,1,0,0,0,0,0,28.6517178,77.2219388
03-03-2018 20:05,1,0,0,0,0,0,28.6517178,77.2219388
03-03-2018 19:45,1,0,0,0,0,0,28.6517178,77.2219388
03-03-2018 15:30,1,0,0,0,0,0,28.6517178,77.2219388
03-03-2018 16:00,1,0,0,0,0,0,28.6517178,77.2219388
03-03-2018 13:40,0,0,1,0,0,0,28.6517178,77.2219388
03-03-2018 17:40,0,0,1,0,0,0,28.6517178,77.2219388
03-03-2018 12:50,0,0,1,0,0,0,28.6517178,77.2219388
03-03-2018 13:00,0,0,1,0,0,0,28.6517178,77.2219388
03-03-2018 23:10,0,0,1,0,0,0,28.6517178,77.2219388
03-03-2018 20:40,0,0,1,0,0,0,60.5000209,9.0999715
03-03-2018 04:10,0,0,0,1,0,0,34.0266015,-101.2765537
03-03-2018 20:05,0,0,0,1,0,0,28.6517178,77.2219388
03-03-2018 00:15,0,0,0,1,0,0,28.6517178,77.2219388
03-03-2018 22:50,0,0,0,1,0,0,28.6517178,77.2219388
03-03-2018 23:40,0,0,0,0,1,0,28.6517178,77.2219388
03-03-2018 14:10,0,0,0,0,1,0,28.6517178,77.2219388
03-03-2018 22:50,0,0,1,0,0,0,47.4325108,1.0310754
03-03-2018 03:15,0,0,1,0,0,0,28.6517178,77.2219388
03-03-2018 16:10,0,0,1,0,0,0,28.6517178,77.2219388
03-03-2018 17:50,0,0,1,0,0,0,28.6517178,77.2219388
03-03-2018 21:20,0,0,0,1,0,0,34.6401861,39.0494106
03-03-2018 11:20,0,0,1,0,0,0,28.6517178,77.2219388
03-03-2018 14:00,0,0,0,1,0,0,28.6517178,77.2219388
04-03-2018 09:00,0,0,0,1,0,0,28.6517178,77.2219388
04-03-2018 19:05,0,0,1,0,0,0,22.5414185,88.35769124
04-03-2018 14:30,0,0,1,0,0,0,28.6517178,77.2219388
04-03-2018 23:05,0,0,0,1,0,0,28.6517178,77.2219388
04-03-2018 22:00,0,0,0,1,0,0,28.6517178,77.2219388
04-03-2018 18:30,0,0,0,1,0,0,28.6517178,77.2219388
04-03-2018 22:00,0,0,0,1,0,0,28.6517178,77.2219388
04-03-2018 13:40,0,0,1,0,0,0,28.6517178,77.2219388
04-03-2018 18:00,1,0,0,0,0,0,28.6517178,77.2219388
04-03-2018 13:30,0,0,0,1,0,0,28.6517178,77.2219388
04-03-2018 21:30,0,0,1,0,0,0,28.6517178,77.2219388
04-03-2018 22:00,0,0,0,1,0,0,28.6517178,77.2219388
04-03-2018 08:00,0,0,1,0,0,0,28.6517178,77.2219388
04-03-2018 20:00,0,0,0,1,0,0,28.6517178,77.2219388
04-03-2018 08:30,0,0,0,1,0,0,28.6517178,77.2219388
04-03-2018 17:00,0,0,0,0,0,1,28.6517178,77.2219388
04-03-2018 21:00,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 06:15,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 23:00,0,0,0,1,0,0,28.6517178,77.2219388
05-03-2018 07:30,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 19:30,0,1,0,0,0,0,28.6517178,77.2219388
05-03-2018 20:00,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 13:30,0,0,0,1,0,0,28.6517178,77.2219388
05-03-2018 10:00,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 14:00,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 23:10,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 19:05,1,0,0,0,0,0,28.6517178,77.2219388
05-03-2018 19:10,1,0,0,0,0,0,28.6517178,77.2219388
05-03-2018 03:30,0,0,0,1,0,0,28.6517178,77.2219388
05-03-2018 18:45,1,0,0,0,0,0,28.6517178,77.2219388
05-03-2018 12:10,1,0,0,0,0,0,28.6517178,77.2219388
05-03-2018 14:25,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 15:40,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 00:45,0,0,0,1,0,0,28.6517178,77.2219388
05-03-2018 13:15,0,0,0,1,0,0,28.6517178,77.2219388
05-03-2018 14:00,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 22:20,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 19:45,1,0,0,0,0,0,28.6517178,77.2219388
05-03-2018 14:55,1,0,0,0,0,0,28.6517178,77.2219388
05-03-2018 21:40,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 22:00,0,0,0,0,0,1,28.6517178,77.2219388
05-03-2018 19:10,0,0,1,0,0,0,28.6517178,77.2219388
05-03-2018 21:00,0,0,0,1,0,0,28.6517178,77.2219388
05-03-2018 18:15,0,0,0,1,0,0,28.6517178,77.2219388
06-03-2018 11:40,0,0,0,1,0,0,28.6517178,77.2219388
06-03-2018 17:30,0,0,1,0,0,0,28.6517178,77.2219388
06-03-2018 15:20,0,0,1,0,0,0,28.6517178,77.2219388
06-03-2018 21:15,0,0,0,1,0,0,28.6517178,77.2219388
06-03-2018 20:45,0,0,0,0,1,0,28.6517178,77.2219388
06-03-2018 13:45,0,0,1,0,0,0,28.6517178,77.2219388
06-03-2018 15:30,0,0,0,1,0,0,28.6517178,77.2219388
06-03-2018 17:25,0,0,0,1,0,0,28.6517178,77.2219388
06-03-2018 18:40,0,0,1,0,0,0,28.6517178,77.2219388
06-03-2018 14:30,0,0,1,0,0,0,28.6517178,77.2219388
06-03-2018 20:30,0,0,0,1,0,0,28.6517178,77.2219388
06-03-2018 01:35,0,0,0,1,0,0,28.6517178,77.2219388
06-03-2018 11:30,0,0,1,0,0,0,28.6517178,77.2219388
06-03-2018 10:10,0,0,0,1,0,0,28.6517178,77.2219388
07-03-2018 14:50,0,0,1,0,0,0,28.6517178,77.2219388
07-03-2018 20:40,1,0,0,0,0,0,28.6517178,77.2219388
07-03-2018 13:35,0,0,0,0,1,0,28.6517178,77.2219388
07-03-2018 22:55,0,0,1,0,0,0,28.6517178,77.2219388
,,,,,,,28.6517178,77.2219388
,,,,,,,28.6517178,77.2219388
07-03-2018 18:05,1,0,0,0,0,0,28.6517178,77.2219388
07-03-2018 14:00,1,0,0,0,0,0,28.6517178,77.2219388
07-03-2018 16:00,0,0,1,0,0,0,28.6517178,77.2219388
07-03-2018 18:00,0,0,0,1,0,0,28.6517178,77.2219388
07-03-2018 00:35,0,0,0,1,0,0,28.6517178,77.2219388
07-03-2018 20:20,0,0,1,0,0,0,28.6517178,77.2219388
07-03-2018 13:00,0,0,0,1,0,0,28.6517178,77.2219388
07-03-2018 16:15,0,0,0,1,0,0,28.6517178,77.2219388
07-03-2018 17:00,0,0,0,1,0,0,28.6517178,77.2219388
07-03-2018 19:05,0,0,1,0,0,0,28.6517178,77.2219388
07-03-2018 12:50,1,0,0,0,0,0,28.6517178,77.2219388
07-03-2018 21:05,0,0,0,1,0,0,28.6517178,77.2219388
07-03-2018 12:20,0,0,1,0,0,0,48.7308806,2.444754
07-03-2018 20:20,1,0,0,0,0,0,28.6517178,77.2219388
07-03-2018 20:40,0,0,1,0,0,0,28.6517178,77.2219388
07-03-2018 19:55,0,0,0,0,1,0,28.6517178,77.2219388
07-03-2018 21:20,0,0,0,1,0,0,22.7203616,75.8681996
07-03-2018 03:50,0,0,0,1,0,0,51.5976955,-0.0672892
07-03-2018 21:10,0,0,0,1,0,0,39.4653545,33.12920685
07-03-2018 12:10,0,0,1,0,0,0,31.8151416,-101.0452671
07-03-2018 10:35,0,0,1,0,0,0,51.5583839,-0.1074866
07-03-2018 23:45,0,0,1,0,0,0,26.4609135,80.3217588
28-02-2018 21:00,1,0,0,0,0,0,29.44800635,77.74068503
28-02-2018 21:15,1,0,0,0,0,0,28.6517178,77.2219388
28-02-2018 10:15,0,0,1,0,0,0,48.3668041,10.8986971
28-02-2018 10:15,0,0,1,0,0,0,29.44800635,77.74068503
28-02-2018 10:30,0,0,1,0,0,0,35.000074,104.999927
28-02-2018 14:15,0,0,0,1,0,0,-10.3333333,-53.2
28-02-2018 08:00,0,0,0,0,1,0,28.6517178,77.2219388
28-02-2018 03:30,0,0,0,1,0,0,30.7047049,76.7178146
28-02-2018 01:30,1,0,0,0,0,0,30.3843674,76.770421
28-02-2018 19:00,0,0,0,1,0,0,30.9090157,75.851601
28-02-2018 14:10,0,0,0,1,0,0,45.9383,3.2553
28-02-2018 14:25,0,0,0,1,0,0,28.711241,77.4445372
28-02-2018 22:00,0,1,0,0,0,0,8.8052602,78.1452745
28-02-2018 22:00,0,0,0,1,0,0,26.8381,80.9346001
28-02-2018 22:10,0,0,0,1,0,0,28.711241,77.4445372
28-02-2018 12:00,1,0,0,0,0,0,28.711241,77.4445372
28-02-2018 13:30,0,0,0,0,1,0,25.6093239,85.1235252
28-02-2018 03:00,0,0,0,1,0,0,28.6517178,77.2219388
28-02-2018 23:50,0,0,0,1,0,0,31.098207,-97.3427847
28-02-2018 19:00,1,0,0,0,0,0,13.0836939,80.270186
